VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2018-02-01 00:23:32,2018-02-01 00:46:14,2,16.70,2,N,132,100,1,52,0,0.5,10,5.76,0.3,68.56
1,2018-02-01 00:05:21,2018-02-01 00:27:12,1,7.10,1,N,231,24,1,23.5,0.5,0.5,1,0,0.3,25.8
1,2018-02-01 00:55:48,2018-02-01 01:03:02,1,1.90,1,N,246,211,1,8,0.5,0.5,1.85,0,0.3,11.15
2,2018-02-01 00:07:24,2018-02-01 00:10:10,1,.62,1,N,236,236,1,4,0.5,0.5,1,0,0.3,6.3
1,2018-02-01 00:15:27,2018-02-01 00:31:58,1,6.60,1,N,163,87,1,21,0,0.5,2.18,0,0.3,23.98
2,2018-02-01 00:07:45,2018-02-01 00:09:56,1,.63,1,N,238,238,2,4,0.5,0.5,0,0,0.3,5.3
2,2018-02-01 00:11:19,2018-02-01 00:18:24,1,1.53,1,N,238,263,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2018-02-01 00:17:48,2018-02-01 00:37:05,3,5.80,1,N,79,37,1,19.5,0.5,0.5,5.2,0,0.3,26
2,2018-02-01 00:53:01,2018-02-01 00:58:34,1,.85,1,N,48,163,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-02-01 00:03:09,2018-02-01 00:33:51,1,12.43,2,N,28,163,1,52,0,0.5,0,5.76,0.3,58.56
1,2018-02-01 00:11:37,2018-02-01 00:28:41,2,4.60,1,N,50,166,1,16.5,0.5,0.5,4.45,0,0.3,22.25
1,2018-02-01 00:40:20,2018-02-01 00:51:48,1,5.50,1,N,238,244,1,17.5,0.5,0.5,3.75,0,0.3,22.55
1,2018-02-01 00:07:36,2018-02-01 00:28:05,1,4.30,1,N,161,7,1,17,0.5,0.5,3.65,0,0.3,21.95
1,2018-02-01 00:54:30,2018-02-01 00:59:30,1,1.20,1,N,239,166,1,6.5,0.5,0.5,1,0,0.3,8.8
1,2018-02-01 00:17:14,2018-02-01 00:19:51,1,.70,1,N,263,140,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2018-02-01 00:21:08,2018-02-01 00:37:56,1,2.90,1,N,140,48,2,13.5,0.5,0.5,0,0,0.3,14.8
1,2018-02-01 00:53:27,2018-02-01 01:10:38,2,2.70,1,N,238,42,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-02-01 00:57:05,2018-02-01 01:06:23,2,3.16,1,N,233,146,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2018-02-01 00:19:55,2018-02-01 00:22:27,2,.60,1,N,79,79,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2018-02-01 00:56:20,2018-02-01 01:06:38,1,3.20,1,N,233,145,1,11.5,0.5,0.5,2,0,0.3,14.8
1,2018-02-01 00:39:01,2018-02-01 01:05:22,3,4.50,1,N,230,209,1,19,0.5,0.5,6.05,0,0.3,26.35
1,2018-02-01 00:22:18,2018-02-01 00:27:24,3,1.10,1,N,79,148,1,6,0.5,0.5,1,0,0.3,8.3
1,2018-02-01 00:28:24,2018-02-01 00:43:56,2,4.50,1,N,148,61,2,16,0.5,0.5,0,0,0.3,17.3
2,2018-02-01 00:39:04,2018-02-01 00:44:46,1,.80,1,N,229,229,1,5.5,0.5,0.5,2.04,0,0.3,8.84
2,2018-02-01 00:48:38,2018-02-01 00:53:40,1,2.07,1,N,229,263,1,7.5,0.5,0.5,1.2,0,0.3,10
2,2018-02-01 00:02:41,2018-02-01 00:13:39,5,2.80,1,N,166,263,1,11,0.5,0.5,1.84,0,0.3,14.14
2,2018-02-01 00:31:40,2018-02-01 00:37:11,5,1.49,1,N,229,262,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018-02-01 00:02:12,2018-02-01 00:16:24,1,3.47,1,N,239,229,1,13.5,0.5,0.5,3.7,0,0.3,18.5
2,2018-02-01 00:37:43,2018-02-01 00:42:53,1,1.22,1,N,234,79,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2018-02-01 00:03:42,2018-02-01 00:08:58,1,1.62,1,N,162,236,1,7,0.5,0.5,0.83,0,0.3,9.13
2,2018-02-01 00:14:07,2018-02-01 00:47:11,1,19.91,2,N,132,158,1,52,0,0.5,13.2,0,0.3,66
2,2018-02-01 00:56:40,2018-02-01 01:02:44,1,1.63,1,N,90,162,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-02-01 00:03:18,2018-02-01 00:12:50,1,1.60,1,N,164,107,1,8.5,0.5,0.5,1.95,0,0.3,11.75
2,2018-02-01 00:07:02,2018-02-01 00:11:09,1,1.31,1,N,141,162,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-02-01 00:35:01,2018-02-01 00:42:12,1,.99,1,N,211,148,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2018-02-01 00:15:31,2018-02-01 00:23:49,1,1.64,1,N,166,74,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-02-01 00:47:46,2018-02-01 00:55:05,1,2.61,1,N,7,129,1,9.5,0.5,0.5,2.7,0,0.3,13.5
1,2018-02-01 00:08:01,2018-02-01 00:18:28,2,2.00,1,Y,151,42,1,10,0.5,0.5,2.25,0,0.3,13.55
2,2018-02-01 00:07:32,2018-02-01 00:22:05,5,7.53,1,N,140,33,1,22.5,0.5,0.5,2,0,0.3,25.8
2,2018-02-01 00:05:43,2018-02-01 00:25:48,6,6.72,1,N,162,69,2,22,0.5,0.5,0,0,0.3,23.3
2,2018-02-01 00:55:04,2018-02-01 01:03:23,5,2.90,1,N,237,74,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2018-02-01 00:03:20,2018-02-01 00:29:01,1,10.40,1,N,237,208,2,32,0.5,0.5,0,0,0.3,33.3
2,2018-01-31 23:58:27,2018-02-01 00:10:36,1,1.99,1,N,230,237,2,10,0.5,0.5,0,0,0.3,11.3
2,2018-02-01 00:13:57,2018-02-01 00:17:55,1,1.18,1,N,141,229,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2018-02-01 00:40:56,2018-02-01 00:44:05,1,.74,1,N,170,107,1,4.5,0.5,0.5,1.45,0,0.3,7.25
1,2018-02-01 00:13:02,2018-02-01 00:19:55,4,1.20,1,N,43,170,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-02-01 00:53:17,2018-02-01 01:00:15,1,3.80,1,N,148,112,1,11.5,0.5,0.5,2.55,0,0.3,15.35
2,2018-02-01 00:03:51,2018-02-01 00:10:23,1,1.17,1,N,237,229,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2018-02-01 00:11:43,2018-02-01 00:16:19,1,1.09,1,N,229,230,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-02-01 00:43:56,2018-02-01 00:50:01,3,.63,1,N,246,90,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2018-02-01 00:57:10,2018-02-01 01:18:59,2,4.80,1,N,246,145,2,17,0.5,0.5,0,0,0.3,18.3
2,2018-02-01 00:08:53,2018-02-01 00:24:11,2,6.93,1,N,163,244,1,21.5,0.5,0.5,0,0,0.3,22.8
1,2018-02-01 00:52:06,2018-02-01 01:01:30,1,1.80,1,N,145,226,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-02-01 00:58:35,2018-02-01 01:35:02,1,15.05,1,N,132,258,2,44,0.5,0.5,0,0,0.3,45.3
1,2018-02-01 00:21:15,2018-02-01 00:22:37,1,.20,1,N,48,48,1,3,0.5,0.5,0.85,0,0.3,5.15
1,2018-02-01 00:22:37,2018-02-01 00:32:13,1,1.40,1,N,161,141,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2018-02-01 00:08:39,2018-02-01 00:36:06,2,9.00,1,N,239,243,1,28.5,0.5,0.5,2.98,0,0.3,32.78
1,2018-02-01 00:06:41,2018-02-01 00:14:51,1,2.10,1,N,262,142,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2018-02-01 00:25:07,2018-02-01 00:29:14,1,1.20,1,N,48,143,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2018-02-01 00:46:46,2018-02-01 02:10:30,2,.90,1,N,100,4,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2018-02-01 00:03:41,2018-02-01 00:15:07,2,2.60,1,N,264,264,1,11,0.5,0.5,3.05,0,0.3,15.35
2,2018-02-01 00:11:06,2018-02-01 00:35:38,1,14.39,2,N,93,142,1,52,0,0.5,11.71,5.76,0.3,70.27
2,2018-02-01 00:36:59,2018-02-01 01:00:09,1,5.89,1,N,142,223,1,21,0.5,0.5,5.58,0,0.3,27.88
2,2018-01-31 23:20:09,2018-01-31 23:24:16,2,1.25,1,N,142,238,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2018-01-31 23:42:18,2018-01-31 23:47:29,2,1.50,1,N,239,166,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2018-02-01 00:36:25,2018-02-01 00:43:23,4,.84,1,N,249,144,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2018-02-01 00:13:03,2018-02-01 00:36:52,1,7.00,1,N,79,179,2,23.5,0.5,0.5,0,0,0.3,24.8
1,2018-02-01 00:57:09,2018-02-01 01:02:59,1,1.00,1,N,163,162,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-02-01 00:13:14,2018-02-01 00:19:18,5,1.26,1,N,114,79,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018-02-01 00:49:44,2018-02-01 00:57:20,5,1.80,1,N,162,141,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2018-02-01 00:19:57,2018-02-01 01:02:52,2,18.60,2,N,132,48,1,52,0,0.5,11.7,5.76,0.3,70.26
1,2018-02-01 00:05:57,2018-02-01 00:11:14,2,1.40,1,N,229,164,1,6.5,0.5,0.5,1,0,0.3,8.8
1,2018-02-01 00:18:14,2018-02-01 00:28:35,1,6.30,1,N,137,159,1,18.5,0.5,0.5,1.2,0,0.3,21
2,2018-02-01 00:06:50,2018-02-01 00:12:51,1,.99,1,N,48,163,1,6,0.5,0.5,1,0,0.3,8.3
2,2018-02-01 00:58:36,2018-02-01 01:13:33,1,4.63,1,N,48,152,1,15,0.5,0.5,3.26,0,0.3,19.56
1,2018-02-01 00:34:28,2018-02-01 00:40:44,1,1.30,1,N,211,261,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-02-01 00:54:43,2018-02-01 01:01:22,1,1.10,1,N,249,79,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-02-01 00:48:54,2018-02-01 01:07:57,1,1.70,1,N,230,186,1,13,0.5,0.5,2.8,0,0.3,17.1
1,2018-02-01 00:27:12,2018-02-01 00:35:19,1,2.10,1,N,236,143,2,9,0.5,0.5,0,0,0.3,10.3
1,2018-02-01 00:00:14,2018-02-01 00:06:13,1,.80,1,N,234,164,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2018-02-01 00:21:25,2018-02-01 00:28:25,1,1.10,1,N,237,262,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-02-01 00:42:33,2018-02-01 00:49:33,1,1.50,1,N,263,238,1,7.5,0.5,0.5,1,0,0.3,9.8
2,2018-02-01 00:03:43,2018-02-01 00:33:15,2,7.15,1,N,234,116,1,25.5,0.5,0.5,5.36,0,0.3,32.16
2,2018-02-01 00:34:59,2018-02-01 00:39:15,2,.97,1,N,116,166,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-02-01 00:03:31,2018-02-01 00:04:49,1,.36,1,N,140,140,1,3.5,0.5,0.5,1.2,0,0.3,6
2,2018-02-01 00:06:32,2018-02-01 00:09:36,1,.55,1,N,140,237,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-02-01 00:21:07,2018-02-01 00:28:05,1,1.80,1,N,114,164,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2018-02-01 00:54:41,2018-02-01 01:02:52,1,2.00,1,N,68,233,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-02-01 00:15:23,2018-02-01 00:39:31,1,6.58,1,N,45,238,1,23,0.5,0.5,4.86,0,0.3,29.16
2,2018-02-01 00:45:45,2018-02-01 00:59:58,1,2.08,1,N,239,50,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2018-02-01 00:25:21,2018-02-01 00:41:56,1,4.08,1,N,107,239,1,15,0.5,0.5,3.26,0,0.3,19.56
1,2018-02-01 00:13:26,2018-02-01 00:34:12,1,4.80,1,N,162,223,2,18,0.5,0.5,0,0,0.3,19.3
1,2018-02-01 00:57:47,2018-02-01 01:10:32,1,4.70,1,N,146,224,1,15,0.5,0.5,3.25,0,0.3,19.55
1,2018-02-01 00:04:14,2018-02-01 00:26:59,1,5.70,1,N,48,80,1,20.5,0.5,0.5,4.35,0,0.3,26.15
1,2018-02-01 00:43:16,2018-02-01 00:54:43,1,4.70,1,N,79,263,2,14,0.5,0.5,0,0,0.3,15.3
2,2018-02-01 00:29:45,2018-02-01 00:56:49,1,6.88,1,N,161,56,1,24,0.5,0.5,2,0,0.3,27.3
2,2018-02-01 00:39:13,2018-02-01 00:47:33,2,2.11,1,N,161,236,1,8.5,0.5,0.5,1.96,0,0.3,11.76
1,2018-02-01 00:11:47,2018-02-01 00:21:17,1,1.40,1,N,163,48,1,8.5,0.5,0.5,2.45,0,0.3,12.25
2,2018-01-31 23:59:43,2018-02-01 00:09:21,1,1.05,1,N,163,48,1,7.5,0.5,0.5,2.64,0,0.3,11.44
1,2018-02-01 00:36:50,2018-02-01 00:42:44,1,1.70,1,N,158,231,1,7,0.5,0.5,2.05,0,0.3,10.35
2,2018-02-01 00:11:17,2018-02-01 00:18:55,1,1.74,1,N,246,50,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2018-01-31 23:59:32,2018-02-01 00:01:26,1,.09,1,N,230,230,1,3,0.5,0.5,0.86,0,0.3,5.16
2,2018-02-01 00:10:05,2018-02-01 00:15:59,1,1.59,1,N,48,68,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-02-01 00:30:25,2018-02-01 00:42:48,1,6.62,1,N,244,48,1,20,0.5,0.5,3,0,0.3,24.3
2,2018-02-01 00:48:36,2018-02-01 01:06:55,1,6.40,1,N,230,80,1,20.5,0.5,0.5,4.36,0,0.3,26.16
2,2018-02-01 00:33:52,2018-02-01 00:44:44,1,2.42,1,N,230,263,1,10,0.5,0.5,1.7,0,0.3,13
1,2018-02-01 00:31:03,2018-02-01 00:53:24,1,16.90,2,N,264,264,2,52,0,0.5,0,5.76,0.3,58.56
2,2018-02-01 00:02:04,2018-02-01 00:19:36,1,5.64,1,N,137,24,1,18.5,0.5,0.5,3.96,0,0.3,23.76
2,2018-02-01 00:20:00,2018-02-01 00:32:52,3,2.86,1,N,162,148,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2018-02-01 00:57:56,2018-02-01 01:07:42,1,2.64,1,N,186,79,1,10,0.5,0.5,2.82,0,0.3,14.12
1,2018-02-01 00:43:02,2018-02-01 01:00:25,2,5.00,1,N,48,42,1,18,0.5,0.5,3.85,0,0.3,23.15
2,2018-02-01 00:13:09,2018-02-01 00:18:48,1,1.26,1,N,249,186,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-02-01 00:39:55,2018-02-01 00:49:53,1,2.27,1,N,100,224,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2018-02-01 00:12:54,2018-02-01 00:15:40,1,.40,1,N,116,152,2,4,0.5,0.5,0,0,0.3,5.3
1,2018-02-01 00:22:06,2018-02-01 00:26:02,1,.70,1,N,166,238,1,5,0.5,0.5,1.85,0,0.3,8.15
2,2018-02-01 00:22:30,2018-02-01 00:38:00,1,4.10,1,N,234,256,2,15,0.5,0.5,0,0,0.3,16.3
2,2018-02-01 00:05:33,2018-02-01 00:10:07,1,.67,1,N,107,224,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2018-02-01 00:00:03,2018-02-01 00:07:29,1,1.10,1,N,144,232,1,7.5,0.5,0.5,2,0,0.3,10.8
1,2018-02-01 00:10:05,2018-02-01 00:27:13,1,4.30,1,N,4,17,1,15.5,0.5,0.5,4,0,0.3,20.8
1,2018-02-01 00:28:35,2018-02-01 00:33:07,1,.50,1,N,88,87,1,5,0.5,0.5,1.25,0,0.3,7.55
2,2018-02-01 00:06:21,2018-02-01 00:26:56,1,7.20,1,N,230,66,1,23,0.5,0.5,4.86,0,0.3,29.16
1,2018-02-01 00:32:11,2018-02-01 00:39:56,1,1.10,1,N,79,114,1,6.5,0.5,0.5,2.3,0,0.3,10.1
2,2018-02-01 00:12:01,2018-02-01 00:22:48,1,2.21,1,N,164,249,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2018-02-01 00:29:07,2018-02-01 00:32:04,1,.47,1,N,249,114,1,4,0.5,0.5,0.8,0,0.3,6.1
2,2018-02-01 00:39:03,2018-02-01 00:49:27,1,3.26,1,N,79,163,1,11,0.5,0.5,2.46,0,0.3,14.76
1,2018-02-01 00:56:37,2018-02-01 00:56:54,1,.00,1,N,113,113,3,2.5,0.5,0.5,0,0,0.3,3.8
2,2018-02-01 00:10:27,2018-02-01 00:23:28,2,2.75,1,N,162,68,1,11.5,0.5,0.5,1.92,0,0.3,14.72
2,2018-02-01 00:39:27,2018-02-01 00:55:30,1,9.27,1,N,161,247,2,26.5,0.5,0.5,0,0,0.3,27.8
1,2018-02-01 00:41:19,2018-02-01 00:47:12,2,1.00,1,N,264,264,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2018-02-01 00:16:33,2018-02-01 00:23:30,1,1.10,1,N,230,170,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-02-01 00:16:12,2018-02-01 00:21:42,1,1.40,1,N,230,90,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2018-02-01 00:41:42,2018-02-01 00:57:41,4,4.20,1,N,144,48,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2018-02-01 00:33:17,2018-02-01 00:57:08,2,13.77,2,N,93,13,1,52,0,0.5,14.64,5.76,0.3,73.2
2,2018-02-01 00:35:48,2018-02-01 00:43:25,2,1.86,1,N,114,170,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2018-02-01 00:13:52,2018-02-01 00:23:28,4,2.10,1,N,97,181,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2018-02-01 00:56:40,2018-02-01 01:05:20,4,1.40,1,N,158,234,1,8,0.5,0.5,1.85,0,0.3,11.15
2,2018-02-01 00:41:30,2018-02-01 00:44:10,1,.96,1,N,141,141,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2018-02-01 00:13:36,2018-02-01 00:31:29,2,9.00,1,N,163,243,1,27,0.5,0.5,0,0,0.3,28.3
1,2018-02-01 00:31:20,2018-02-01 00:45:03,1,3.10,1,N,234,236,1,12.5,0.5,0.5,2.2,0,0.3,16
1,2018-02-01 00:10:44,2018-02-01 00:21:25,1,2.20,1,N,234,141,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2018-02-01 00:26:35,2018-02-01 00:34:28,1,1.30,1,N,237,142,1,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-02-01 00:12:35,2018-02-01 00:17:21,3,.90,1,N,246,68,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2018-02-01 00:12:08,2018-02-01 00:26:03,2,2.30,1,N,79,186,1,11,0.5,0.5,2,0,0.3,14.3
1,2018-02-01 00:34:42,2018-02-01 00:46:38,2,2.50,1,N,249,209,1,10.5,0.5,0.5,1,0,0.3,12.8
2,2018-02-01 00:32:00,2018-02-01 00:55:23,1,5.91,1,N,48,260,2,21.5,0.5,0.5,0,0,0.3,22.8
2,2018-02-01 00:00:46,2018-02-01 00:09:09,2,1.23,1,N,24,41,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2018-02-01 00:11:04,2018-02-01 00:14:50,2,.90,1,N,41,42,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-02-01 00:20:46,2018-02-01 00:28:09,2,.92,1,N,43,41,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-02-01 00:29:27,2018-02-01 00:34:29,2,.83,1,N,41,74,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-02-01 00:05:27,2018-02-01 00:21:43,1,5.42,1,N,170,223,1,17.5,0.5,0.5,4.7,0,0.3,23.5
2,2018-02-01 00:13:49,2018-02-01 00:43:35,1,14.82,1,N,230,259,2,42.5,0.5,0.5,0,2.64,0.3,46.44
1,2018-02-01 00:26:26,2018-02-01 00:50:04,1,5.10,1,N,144,48,1,19,0.5,0.5,4.05,0,0.3,24.35
1,2018-02-01 00:57:13,2018-02-01 01:01:43,3,1.20,1,N,48,90,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-02-01 00:12:14,2018-02-01 00:20:29,2,1.96,1,N,161,90,1,8.5,0.5,0.5,1,0,0.3,10.8
2,2018-02-01 00:52:31,2018-02-01 01:01:41,2,1.74,1,N,163,170,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2018-02-01 00:36:25,2018-02-01 00:40:56,1,.77,1,N,231,13,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2018-02-01 00:57:05,2018-02-01 01:11:39,2,3.97,1,N,209,17,2,15,0.5,0.5,0,0,0.3,16.3
1,2018-02-01 00:17:12,2018-02-01 00:47:30,1,8.20,1,N,264,264,2,27,0.5,0.5,0,0,0.3,28.3
2,2018-02-01 00:11:40,2018-02-01 00:18:39,2,2.17,1,N,107,141,1,8.5,0.5,0.5,1.5,0,0.3,11.3
2,2018-02-01 00:22:01,2018-02-01 00:28:16,1,1.97,1,N,141,236,1,7.5,0.5,0.5,2.2,0,0.3,11
2,2018-02-01 00:48:17,2018-02-01 00:51:01,6,.68,1,N,142,48,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2018-02-01 00:45:47,2018-02-01 00:56:29,1,3.13,1,N,140,107,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2018-02-01 00:06:08,2018-02-01 00:10:47,2,.74,1,N,107,90,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2018-02-01 00:47:34,2018-02-01 01:18:19,2,11.26,1,N,113,95,1,35.5,0.5,0.5,7.36,0,0.3,44.16
1,2018-02-01 00:09:32,2018-02-01 00:16:19,2,1.00,1,N,79,113,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-02-01 00:41:46,2018-02-01 00:46:41,1,1.20,1,N,79,137,1,6,0.5,0.5,1.45,0,0.3,8.75
2,2018-01-31 23:59:15,2018-02-01 00:07:15,1,.82,1,N,170,68,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-02-01 00:08:50,2018-02-01 00:15:25,1,.90,1,N,186,90,1,5,0.5,0.5,1.89,0,0.3,8.19
2,2018-02-01 00:45:33,2018-02-01 00:54:32,1,1.71,1,N,229,164,1,8.5,0.5,0.5,2.45,0,0.3,12.25
1,2018-02-01 00:37:40,2018-02-01 00:46:48,2,2.30,1,N,79,161,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2018-02-01 00:57:48,2018-02-01 01:18:09,1,5.80,1,N,264,264,2,20,0.5,0.5,0,0,0.3,21.3
1,2018-02-01 00:31:21,2018-02-01 00:44:08,1,3.10,1,N,234,239,1,12,0.5,0.5,2,0,0.3,15.3
2,2018-02-01 00:09:36,2018-02-01 00:27:27,1,5.75,1,N,114,238,1,19,0.5,0.5,1.7,0,0.3,22
2,2018-02-01 00:35:32,2018-02-01 00:57:24,1,10.14,1,N,143,248,2,30,0.5,0.5,0,0,0.3,31.3
2,2018-02-01 00:08:02,2018-02-01 00:11:53,4,1.08,1,N,229,237,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-01-31 23:55:35,2018-02-01 00:24:27,1,6.23,1,N,163,66,1,23.5,0.5,0.5,6.2,0,0.3,31
1,2018-02-01 00:24:48,2018-02-01 00:44:29,1,6.10,1,N,48,87,1,20.5,0.5,0.5,4.35,0,0.3,26.15
2,2018-02-01 00:09:15,2018-02-01 00:12:43,1,.57,1,N,48,246,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-02-01 00:29:21,2018-02-01 00:33:29,1,.57,1,N,230,161,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-02-01 00:23:29,2018-02-01 00:29:08,1,1.89,1,N,48,143,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-02-01 00:17:13,2018-02-01 00:25:15,2,1.94,1,N,142,186,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,2018-02-01 00:36:31,2018-02-01 00:42:21,2,.98,1,N,161,229,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-02-01 00:51:57,2018-02-01 00:55:53,1,.99,1,N,161,164,1,5,0.5,0.5,1,0,0.3,7.3
2,2018-02-01 00:10:31,2018-02-01 00:22:46,4,3.74,1,N,79,80,1,14,0.5,0.5,4.59,0,0.3,19.89
2,2018-02-01 00:52:28,2018-02-01 00:59:34,4,.77,1,N,79,211,1,6,0.5,0.5,1,0,0.3,8.3
2,2018-02-01 00:15:21,2018-02-01 00:17:54,1,.76,1,N,186,161,1,4.5,0.5,0.5,0,0,0.3,5.8
1,2018-02-01 00:00:41,2018-02-01 00:09:28,1,2.10,1,N,137,68,1,9,0.5,0.5,2,0,0.3,12.3
1,2018-02-01 00:37:21,2018-02-01 00:46:38,1,1.00,1,N,230,229,1,7.5,0.5,0.5,5,0,0.3,13.8
1,2018-02-01 00:31:35,2018-02-01 00:40:51,1,2.40,1,N,230,234,1,9.5,0.5,0.5,2.15,0,0.3,12.95
2,2018-02-01 00:29:19,2018-02-01 00:38:18,2,2.05,1,N,161,50,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-02-01 00:53:02,2018-02-01 00:57:00,2,.84,1,N,50,230,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-02-01 00:57:59,2018-02-01 01:00:58,2,.51,1,N,230,170,1,4,0.5,0.5,1.59,0,0.3,6.89
2,2018-02-01 00:26:36,2018-02-01 00:43:14,2,3.78,1,N,7,163,2,15,0.5,0.5,0,0,0.3,16.3
1,2018-02-01 00:28:30,2018-02-01 00:33:53,1,.70,1,N,162,48,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-02-01 00:45:14,2018-02-01 00:51:04,4,1.69,1,N,211,234,1,7,0.5,0.5,0,0,0.3,8.3
2,2018-02-01 00:57:00,2018-02-01 01:16:41,3,8.85,1,N,114,129,1,26.5,0.5,0.5,4,0,0.3,31.8
2,2018-02-01 00:23:44,2018-02-01 00:27:04,1,.54,1,N,238,238,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2018-02-01 00:22:16,2018-02-01 00:34:44,1,3.20,1,N,161,236,1,12,0.5,0.5,2.65,0,0.3,15.95
1,2018-02-01 00:51:05,2018-02-01 00:56:50,1,1.40,1,N,162,137,1,6.5,0.5,0.5,1.55,0,0.3,9.35
2,2018-02-01 00:14:23,2018-02-01 00:15:39,1,.57,1,N,114,113,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2018-02-01 00:18:41,2018-02-01 00:40:53,1,4.92,1,N,107,263,1,18,0.5,0.5,3.86,0,0.3,23.16
2,2018-02-01 00:17:55,2018-02-01 00:21:02,2,.52,1,N,234,90,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2018-02-01 00:29:14,2018-02-01 01:00:17,2,15.32,1,N,68,174,2,44,0.5,0.5,0,0,0.3,45.3
2,2018-02-01 00:01:38,2018-02-01 00:10:54,1,2.19,1,N,164,211,2,9,0.5,0.5,0,0,0.3,10.3
